"index","DR_NO","Date Rptd","DATE OCC","TIME OCC","AREA NAME","Crm Cd Desc","Vict Age","Vict Sex","Vict Descent","Weapon Desc","Status Desc","LOCATION"
"5899","230804252","2023-01-07T00:00:00.000","2022-05-03T00:00:00.000","1400","West LA","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","61","M","W","null","Invest Cont","13300    MULHOLLAND                   DR"
"5900","220514207","2022-09-27T00:00:00.000","2022-09-27T00:00:00.000","1700","Harbor","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","29","F","W","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","1200 W  CRUCES                       ST"
"5901","221314145","2022-07-07T00:00:00.000","2022-07-03T00:00:00.000","0022","Newton","THEFT OF IDENTITY","27","F","W","null","Invest Cont","900 E  41ST                         PL"
"5902","220913375","2022-09-02T00:00:00.000","2022-09-02T00:00:00.000","0345","Van Nuys","BATTERY - SIMPLE ASSAULT","52","M","A","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","14400    EMELITA                      ST"
"5903","221225201","2022-12-12T00:00:00.000","2022-12-11T00:00:00.000","0550","77th Street","BURGLARY FROM VEHICLE","61","M","H","null","Invest Cont","8300 S  HOOVER                       ST"
"5904","221013247","2022-08-25T00:00:00.000","2022-08-24T00:00:00.000","1800","West Valley","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","40","M","H","null","Adult Other","18400    SHERMAN                      WY"
"5905","220415317","2022-11-12T00:00:00.000","2022-11-12T00:00:00.000","0025","Hollenbeck","ROBBERY","30","F","H","HAND GUN","Juv Arrest","6TH                          ST"
"5906","221821140","2022-11-25T00:00:00.000","2022-11-25T00:00:00.000","0100","Southeast","INTIMATE PARTNER - SIMPLE ASSAULT","42","M","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","100 W  COLDEN                       AV"
"5907","222116259","2022-11-03T00:00:00.000","2022-09-01T00:00:00.000","0442","Topanga","THEFT OF IDENTITY","29","M","H","null","Invest Cont","7000    MIDDLESBURY RIDGE CIR"
"5908","222018193","2022-12-04T00:00:00.000","2022-11-21T00:00:00.000","0300","Olympic","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","73","F","H","null","Invest Cont","1400 S  WILTON                       PL"
"5909","221221304","2022-10-02T00:00:00.000","2022-10-01T00:00:00.000","0917","77th Street","THEFT OF IDENTITY","33","F","H","null","Invest Cont","7100    10TH                         AV"
"5910","221313796","2022-06-30T00:00:00.000","2022-06-30T00:00:00.000","2120","Newton","INTIMATE PARTNER - AGGRAVATED ASSAULT","29","F","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Arrest","4200 S  SAN PEDRO                    ST"
"5911","220126634","2022-12-19T00:00:00.000","2022-12-18T00:00:00.000","1900","Central","BURGLARY FROM VEHICLE","30","M","W","null","Invest Cont","VIGNES                       ST"
"5912","220616819","2022-09-29T00:00:00.000","2022-09-08T00:00:00.000","1529","Hollywood","THEFT OF IDENTITY","58","F","C","null","Invest Cont","1400 N  GARDNER                      ST"
"5913","221822441","2022-12-20T00:00:00.000","2022-12-20T00:00:00.000","1220","Southeast","BATTERY - SIMPLE ASSAULT","65","F","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","11700 S  FIGUEROA                     ST"
"5914","220315757","2022-08-27T00:00:00.000","2022-08-27T00:00:00.000","0231","Southwest","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","21","X","X","null","Adult Arrest","700 W  28TH                         ST"
"5915","221415181","2022-07-25T00:00:00.000","2022-07-25T00:00:00.000","2000","Pacific","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","70","M","W","null","Invest Cont","3000    GLENDON                      AV"
"5916","220221558","2022-12-12T00:00:00.000","2022-11-16T00:00:00.000","0010","Rampart","THEFT OF IDENTITY","27","F","A","null","Invest Cont","200 N  ALVARADO                     ST"
"5917","221114023","2022-09-18T00:00:00.000","2022-09-18T00:00:00.000","0045","Northeast","BATTERY - SIMPLE ASSAULT","16","F","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","3100    VERDUGO                      RD"
"5918","221414867","2022-07-21T00:00:00.000","2022-07-21T00:00:00.000","1625","Pacific","THEFT PLAIN - PETTY ($950 & UNDER)","62","F","W","null","Invest Cont","300    WASHINGTON                   BL"
"5919","220315765","2022-08-26T00:00:00.000","2022-08-26T00:00:00.000","2300","Southwest","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","21","X","X","null","Invest Cont","4500 W  MARTIN LUTHER KING JR        BL"
"5920","221822891","2022-12-13T00:00:00.000","2022-06-18T00:00:00.000","0940","Southeast","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","41","F","H","VEHICLE","Invest Cont","IMPERIAL                     HY"
"5921","220514679","2022-10-09T00:00:00.000","2022-10-01T00:00:00.000","1950","Harbor","THEFT PLAIN - PETTY ($950 & UNDER)","53","M","W","null","Adult Other","100 N  MARINE                       AV"
"5922","221609009","2022-06-02T00:00:00.000","2022-06-02T00:00:00.000","0040","Foothill","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","62","M","W","SEMI-AUTOMATIC PISTOL","Adult Arrest","12400    VAN NUYS                     BL"
"5923","220516681","2022-12-06T00:00:00.000","2022-12-03T00:00:00.000","1130","Harbor","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","42","M","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","1000 E  M                            ST"
"5924","222014944","2022-09-08T00:00:00.000","2022-09-08T00:00:00.000","2000","Olympic","BATTERY - SIMPLE ASSAULT","26","F","H","UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","WESTMORELAND                 AV"
"5925","220814237","2022-09-07T00:00:00.000","2022-08-11T00:00:00.000","1725","West LA","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","52","F","W","null","Invest Cont","BELOIT                       AV"
"5926","220119264","2022-08-28T00:00:00.000","2022-08-27T00:00:00.000","1500","Central","BURGLARY FROM VEHICLE","32","F","O","null","Invest Cont","500 W  PICO                         BL"
"5927","230406095","2023-03-03T00:00:00.000","2022-10-27T00:00:00.000","1834","Hollenbeck","THEFT OF IDENTITY","25","F","A","null","Invest Cont","4200    VIA ARBOLADA"
"5928","221612491","2022-09-18T00:00:00.000","2022-09-15T00:00:00.000","1610","Foothill","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","42","M","W","null","Invest Cont","10500    LANARK                       ST"
"5929","221911963","2022-07-14T00:00:00.000","2022-07-14T00:00:00.000","1850","Mission","CRIMINAL THREATS - NO WEAPON DISPLAYED","29","M","H","VERBAL THREAT","Invest Cont","14600    NURMI                        ST"
"5930","220615378","2022-08-30T00:00:00.000","2022-08-25T00:00:00.000","1145","Hollywood","PICKPOCKET","28","F","A","null","Invest Cont","SUNSET"
"5931","221912599","2022-07-31T00:00:00.000","2022-07-29T00:00:00.000","0005","Mission","INTIMATE PARTNER - AGGRAVATED ASSAULT","31","F","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","12400    EDGECLIFF                    AV"
"5932","220124805","2022-11-19T00:00:00.000","2022-11-19T00:00:00.000","0130","Central","PICKPOCKET","28","F","A","null","Invest Cont","700 S  BROADWAY"
"5933","221112240","2022-08-02T00:00:00.000","2022-08-01T00:00:00.000","0930","Northeast","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","19","M","H","null","Adult Other","500 N  AVE 54"
"5934","220713039","2022-08-18T00:00:00.000","2022-08-18T00:00:00.000","0055","Wilshire","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","51","M","W","null","Invest Cont","200 N  GOWER                        ST"
"5935","221218494","2022-08-27T00:00:00.000","2022-08-27T00:00:00.000","2130","77th Street","INTIMATE PARTNER - SIMPLE ASSAULT","29","F","B","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","1700 W  48TH                         ST"
"5936","222112207","2022-07-27T00:00:00.000","2022-07-27T00:00:00.000","1339","Topanga","CRIMINAL THREATS - NO WEAPON DISPLAYED","3","M","O","VERBAL THREAT","Adult Other","7300    WINNETKA                     AV"
"5937","222012155","2022-07-08T00:00:00.000","2022-07-08T00:00:00.000","0740","Olympic","BURGLARY","33","M","H","null","Invest Cont","500 N  OXFORD                       AV"
"5938","220116897","2022-07-25T00:00:00.000","2022-07-25T00:00:00.000","0111","Central","BATTERY - SIMPLE ASSAULT","64","M","O","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","BOND                         ST"
"5939","221419890","2022-12-08T00:00:00.000","2022-12-08T00:00:00.000","0415","Pacific","INTIMATE PARTNER - SIMPLE ASSAULT","18","F","B","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Arrest","3600    MILITARY                     AV"
"5940","220717380","2022-12-03T00:00:00.000","2022-12-02T00:00:00.000","1130","Wilshire","THEFT PLAIN - PETTY ($950 & UNDER)","24","F","O","null","Invest Cont","4000 W  PICO                         BL"
"5941","221917732","2022-12-07T00:00:00.000","2022-12-07T00:00:00.000","1530","Mission","BATTERY - SIMPLE ASSAULT","17","M","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","10800    MARKLEIN                     AV"
"5942","221214262","2022-06-21T00:00:00.000","2022-06-21T00:00:00.000","0030","77th Street","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","50","F","B","null","Invest Cont","1600 W  81ST                         ST"
"5943","220215127","2022-08-17T00:00:00.000","2022-08-15T00:00:00.000","1800","Rampart","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","35","X","O","null","Invest Cont","900 S  WESTLAKE                     AV"
"5944","221915052","2022-09-28T00:00:00.000","2022-09-28T00:00:00.000","2130","Mission","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","22","M","B","SEMI-AUTOMATIC PISTOL","Invest Cont","8400 N  SEPULVEDA                    BL"
"5945","220300919","2022-12-04T00:00:00.000","2022-12-04T00:00:00.000","2030","Southwest","INTIMATE PARTNER - SIMPLE ASSAULT","38","F","H","UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","2800 W  JEFFERSON                    BL"
"5946","220516583","2022-12-03T00:00:00.000","2022-12-03T00:00:00.000","0625","Harbor","THEFT OF IDENTITY","29","F","B","null","Invest Cont","300 W  I                            ST"
"5947","220618916","2022-11-13T00:00:00.000","2022-11-13T00:00:00.000","0530","Hollywood","INTIMATE PARTNER - AGGRAVATED ASSAULT","38","F","W","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","1700 N  LAS PALMAS                   AV"
"5948","220200960","2022-10-02T00:00:00.000","2022-10-02T00:00:00.000","0500","Rampart","ROBBERY","25","F","W","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","900 S  ALVARADO                     ST"
"5949","220118977","2022-08-24T00:00:00.000","2022-08-23T00:00:00.000","2030","Central","BURGLARY FROM VEHICLE","29","M","B","null","Adult Arrest","4TH"
"5950","221017157","2022-12-02T00:00:00.000","2022-12-02T00:00:00.000","0100","West Valley","THEFT OF IDENTITY","31","F","B","null","Invest Cont","18600    COLLINS                      ST"
"5951","222015896","2022-10-15T00:00:00.000","2022-10-15T00:00:00.000","1100","Olympic","BRANDISH WEAPON","45","M","H","HAND GUN","Invest Cont","VENICE"
"5952","220216206","2022-09-07T00:00:00.000","2022-09-06T00:00:00.000","1930","Rampart","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","33","M","W","null","Invest Cont","600 N  DILLON                       ST"
"5953","221301089","2022-11-11T00:00:00.000","2022-11-11T00:00:00.000","1910","Newton","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","25","M","H","HAND GUN","Adult Arrest","200 E  69TH                         ST"
"5954","220716118","2022-11-03T00:00:00.000","2022-11-03T00:00:00.000","0130","Wilshire","BURGLARY","46","F","H","null","Invest Cont","1100 S  LUCERNE                      BL"
"5955","220814251","2022-09-08T00:00:00.000","2022-09-08T00:00:00.000","0640","West LA","BRANDISH WEAPON","58","F","O","VERBAL THREAT","Adult Arrest","11900    SANTA MONICA                 BL"
"5956","220613740","2022-07-26T00:00:00.000","2022-07-26T00:00:00.000","2340","Hollywood","THEFT PLAIN - PETTY ($950 & UNDER)","32","F","B","null","Invest Cont","1700 N  GOWER                        ST"
"5957","221111706","2022-07-18T00:00:00.000","2022-07-18T00:00:00.000","1427","Northeast","BATTERY - SIMPLE ASSAULT","53","M","W","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","1500    TALMADGE                     ST"
"5958","220319431","2022-11-01T00:00:00.000","2022-11-01T00:00:00.000","0600","Southwest","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","24","M","H","null","Invest Cont","5100    2ND                          AV"
"5959","220319444","2022-11-01T00:00:00.000","2022-10-28T00:00:00.000","1100","Southwest","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","59","F","B","null","Invest Cont","5400    SANCHEZ                      DR"
"5960","222113870","2022-09-05T00:00:00.000","2022-09-05T00:00:00.000","0330","Topanga","OTHER ASSAULT","23","M","H","UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","21200    SHERMAN                      WY"
"5961","221916011","2022-10-18T00:00:00.000","2022-10-10T00:00:00.000","1953","Mission","SHOPLIFTING-GRAND THEFT ($950.01 & OVER)","47","M","X","null","Invest Cont","SEPULVEDA                    BL"
"5962","220510775","2022-06-30T00:00:00.000","2022-06-30T00:00:00.000","1235","Harbor","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","14","M","W","OTHER FIREARM","Adult Arrest","E"
"5963","222117877","2022-12-17T00:00:00.000","2022-12-13T00:00:00.000","1615","Topanga","THEFT PLAIN - PETTY ($950 & UNDER)","58","M","W","null","Invest Cont","5000    CALDERON                     RD"
"5964","221711799","2022-07-30T00:00:00.000","2022-07-30T00:00:00.000","2215","Devonshire","THEFT PLAIN - PETTY ($950 & UNDER)","30","F","H","null","Invest Cont","8600    BALBOA                       BL"
"5965","222116852","2022-11-18T00:00:00.000","2022-11-18T00:00:00.000","2245","Topanga","INTIMATE PARTNER - SIMPLE ASSAULT","37","M","B","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Arrest","21200    OXNARD                       ST"
"5966","221217502","2022-07-28T00:00:00.000","2022-07-28T00:00:00.000","0630","77th Street","BURGLARY FROM VEHICLE","26","M","H","null","Invest Cont","7500 S  HOOVER                       ST"
"5967","221420396","2022-09-08T00:00:00.000","2022-06-11T00:00:00.000","0900","Pacific","THEFT OF IDENTITY","45","M","W","null","Invest Cont","11300    LA CIENEGA                   BL"
"5968","220913852","2022-09-15T00:00:00.000","2022-09-14T00:00:00.000","1855","Van Nuys","INTIMATE PARTNER - SIMPLE ASSAULT","24","M","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","13700    SHERMAN                      WY"
"5969","221015072","2022-10-10T00:00:00.000","2022-10-03T00:00:00.000","1712","West Valley","BUNCO, GRAND THEFT","75","M","O","null","Invest Cont","5400    WHITE OAK                    AV"
"5970","220711783","2022-07-17T00:00:00.000","2022-06-10T00:00:00.000","1200","Wilshire","THEFT OF IDENTITY","61","M","O","null","Invest Cont","400 N  MCCADDEN                     PL"
"5971","220124692","2022-11-18T00:00:00.000","2022-11-18T00:00:00.000","0730","Central","BATTERY - SIMPLE ASSAULT","53","F","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","1400 S  GRAND                        AV"
"5972","220620351","2022-12-18T00:00:00.000","2022-12-18T00:00:00.000","2150","Hollywood","CRIMINAL THREATS - NO WEAPON DISPLAYED","28","F","B","VERBAL THREAT","Invest Cont","6300    YUCCA                        ST"
"5973","220300773","2022-08-18T00:00:00.000","2022-08-18T00:00:00.000","1520","Southwest","ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER","21","X","X","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Arrest","600    EXPOSITION                   BL"
"5974","221609722","2022-06-22T00:00:00.000","2022-06-18T00:00:00.000","0327","Foothill","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","21","F","H","null","Invest Cont","9700    LAUREL CANYON                BL"
"5975","222112721","2022-08-08T00:00:00.000","2022-08-05T00:00:00.000","1800","Topanga","BURGLARY FROM VEHICLE","35","M","H","null","Invest Cont","20400    COHASSET                     ST"
"5976","221717913","2022-12-15T00:00:00.000","2022-12-09T00:00:00.000","0001","Devonshire","THEFT OF IDENTITY","57","M","H","null","Invest Cont","8400    AMIGO                        AV"
"5977","221110405","2022-06-14T00:00:00.000","2022-06-11T00:00:00.000","0525","Northeast","THEFT PLAIN - PETTY ($950 & UNDER)","41","M","O","null","Invest Cont","1300    DOUGLAS                      ST"
"5978","221115269","2022-10-19T00:00:00.000","2022-10-19T00:00:00.000","1520","Northeast","VIOLATION OF COURT ORDER","38","M","W","null","Adult Arrest","5100    EAGLE ROCK                   BL"
"5979","220121106","2022-09-22T00:00:00.000","2022-09-22T00:00:00.000","1254","Central","CRIMINAL THREATS - NO WEAPON DISPLAYED","21","F","B","UNKNOWN WEAPON/OTHER WEAPON","Adult Other","1200 S  BROADWAY"
"5980","220617556","2022-10-16T00:00:00.000","2022-10-16T00:00:00.000","1220","Hollywood","INTIMATE PARTNER - SIMPLE ASSAULT","28","M","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","5700    CAMERFORD                    AV"
"5981","220712842","2022-08-13T00:00:00.000","2022-08-13T00:00:00.000","0350","Wilshire","BURGLARY FROM VEHICLE","21","F","W","null","Invest Cont","3400 W  17TH                         ST"
"5982","221110252","2022-06-08T00:00:00.000","2022-06-08T00:00:00.000","2230","Northeast","OTHER MISCELLANEOUS CRIME","36","F","X","null","Invest Cont","L RON HUBBAR"
"5983","222000920","2022-09-04T00:00:00.000","2022-09-04T00:00:00.000","1148","Olympic","BRANDISH WEAPON","32","F","W","HAMMER","Invest Cont","3400    SAN MARINO                   ST"
"5984","222115500","2022-10-17T00:00:00.000","2022-10-17T00:00:00.000","0050","Topanga","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","35","F","W","null","Adult Other","7800    OSO                          AV"
"5985","222013605","2022-08-13T00:00:00.000","2022-08-13T00:00:00.000","1230","Olympic","BURGLARY FROM VEHICLE","60","M","A","null","Invest Cont","300 S  WESTERN                      AV"
"5986","220512127","2022-08-04T00:00:00.000","2022-08-03T00:00:00.000","1445","Harbor","CRIMINAL THREATS - NO WEAPON DISPLAYED","68","M","O","VERBAL THREAT","Adult Other","18200 S  WESTERN                      AV"
"5987","221613175","2022-10-09T00:00:00.000","2022-10-09T00:00:00.000","0230","Foothill","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","30","M","H","HAND GUN","Invest Cont","10800    SUTTER                       AV"
"5988","221814033","2022-07-10T00:00:00.000","2022-07-09T00:00:00.000","0142","Southeast","THEFT OF IDENTITY","44","F","H","null","Invest Cont","800 W  167TH                        ST"
"5989","221223532","2022-11-07T00:00:00.000","2022-01-08T00:00:00.000","0005","77th Street","THEFT OF IDENTITY","41","M","B","null","Invest Cont","800 W  74TH                         ST"
"5990","220127111","2022-12-26T00:00:00.000","2022-12-25T00:00:00.000","2100","Central","BURGLARY FROM VEHICLE","48","M","W","null","Invest Cont","100 S  HILL                         ST"
"5991","221420411","2022-11-28T00:00:00.000","2022-10-03T00:00:00.000","0702","Pacific","THEFT OF IDENTITY","47","F","W","null","Invest Cont","3700    OVERLAND                     AV"
"5992","221714988","2022-10-19T00:00:00.000","2022-10-18T00:00:00.000","1300","Devonshire","BURGLARY","58","F","W","null","Invest Cont","12700    JOLETTE                      AV"
"5993","222115217","2022-10-08T00:00:00.000","2022-10-08T00:00:00.000","1100","Topanga","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","62","F","W","null","Invest Cont","23200    COLLINS                      ST"
"5994","220814400","2022-09-12T00:00:00.000","2022-08-29T00:00:00.000","1030","West LA","BUNCO, GRAND THEFT","51","M","W","null","Invest Cont","17400    TRAMONTO                     DR"
"5995","221420601","2022-10-05T00:00:00.000","2022-07-01T00:00:00.000","0001","Pacific","THEFT OF IDENTITY","76","M","K","null","Invest Cont","3700    CARDIFF                      AV"
"5996","221512167","2022-07-11T00:00:00.000","2022-07-11T00:00:00.000","0630","N Hollywood","THEFT PLAIN - PETTY ($950 & UNDER)","32","M","B","null","Invest Cont","LANKERSHIM"
"5997","220321295","2022-12-04T00:00:00.000","2022-11-28T00:00:00.000","1024","Southwest","THEFT OF IDENTITY","36","F","H","null","Invest Cont","3400 S  NORTON                       AV"
"5998","220612277","2022-06-26T00:00:00.000","2022-06-26T00:00:00.000","1930","Hollywood","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","18","F","B","ROCK/THROWN OBJECT","Adult Arrest","SERRANO"
"5999","220412373","2022-08-23T00:00:00.000","2022-06-17T00:00:00.000","0600","Hollenbeck","DOCUMENT FORGERY / STOLEN FELONY","72","M","H","null","Invest Cont","700    FOREST                       AV"
"6000","221713276","2022-09-08T00:00:00.000","2022-05-25T00:00:00.000","2000","Devonshire","CRIMINAL THREATS - NO WEAPON DISPLAYED","50","F","O","VERBAL THREAT","Adult Other","20500    SHELLY                       LN"
"6001","220321841","2022-12-14T00:00:00.000","2022-12-14T00:00:00.000","0530","Southwest","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","21","X","X","null","Invest Cont","3900    HILLCREST                    DR"
"6002","221318237","2022-09-25T00:00:00.000","2022-09-25T00:00:00.000","0725","Newton","BRANDISH WEAPON","44","M","B","KITCHEN KNIFE","Invest Cont","BROADWAY"
"6003","220300927","2022-12-14T00:00:00.000","2022-12-14T00:00:00.000","0430","Southwest","KIDNAPPING","22","M","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Arrest","4600    3RD                          AV"
"6004","220512891","2022-08-24T00:00:00.000","2022-08-24T00:00:00.000","1215","Harbor","BATTERY - SIMPLE ASSAULT","60","M","W","UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","1400    260TH                        ST"
"6005","221818981","2022-10-12T00:00:00.000","2022-10-12T00:00:00.000","1805","Southeast","ROBBERY","61","F","B","HAND GUN","Invest Cont","800 W  MANCHESTER                   AV"
"6006","222112074","2022-07-24T00:00:00.000","2022-07-20T00:00:00.000","1000","Topanga","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","36","M","H","null","Invest Cont","20600    VENTURA                      BL"
"6007","221610461","2022-07-15T00:00:00.000","2022-07-10T00:00:00.000","1300","Foothill","THEFT OF IDENTITY","26","F","H","null","Invest Cont","10700    PALA                         AV"
"6008","221918317","2022-12-24T00:00:00.000","2022-12-20T00:00:00.000","1203","Mission","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","41","M","H","null","Invest Cont","13800    RAYEN                        ST"
"6009","221117118","2022-12-06T00:00:00.000","2022-12-02T00:00:00.000","1630","Northeast","BURGLARY","27","M","W","null","Invest Cont","4100    BARRYKNOLL                   DR"
"6010","220812632","2022-07-30T00:00:00.000","2022-07-29T00:00:00.000","1000","West LA","INDECENT EXPOSURE","26","M","W","null","Invest Cont","1100 S  HOLT                         AV"
"6011","221714309","2022-10-04T00:00:00.000","2022-10-04T00:00:00.000","0645","Devonshire","BATTERY - SIMPLE ASSAULT","51","M","A","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Arrest","19200    LAHEY                        ST"
"6012","220910934","2022-06-30T00:00:00.000","2022-06-30T00:00:00.000","0032","Van Nuys","ROBBERY","22","F","H","HAND GUN","Invest Cont","4900    VAN NUYS                     BL"
"6013","220516912","2022-12-11T00:00:00.000","2022-12-11T00:00:00.000","1320","Harbor","CRIMINAL THREATS - NO WEAPON DISPLAYED","47","M","O","VERBAL THREAT","Adult Other","25500    BAYSIDE                      PL"
"6014","220619126","2022-11-18T00:00:00.000","2022-11-18T00:00:00.000","0955","Hollywood","BATTERY - SIMPLE ASSAULT","26","F","W","STICK","Invest Cont","SANTA MONICA"
"6015","221016812","2022-11-22T00:00:00.000","2022-11-22T00:00:00.000","0800","West Valley","BATTERY - SIMPLE ASSAULT","85","F","W","UNKNOWN WEAPON/OTHER WEAPON","Adult Arrest","16000    HART                         ST"
"6016","221510914","2022-06-10T00:00:00.000","2022-05-19T00:00:00.000","1323","N Hollywood","THEFT OF IDENTITY","50","M","O","null","Invest Cont","5900    LANKERSHIM                   BL"
"6017","221911121","2022-06-22T00:00:00.000","2022-06-22T00:00:00.000","1210","Mission","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","39","F","H","null","Invest Cont","7800    VAN NUYS                     BL"
"6018","221219144","2022-09-06T00:00:00.000","2022-09-06T00:00:00.000","2240","77th Street","CONTEMPT OF COURT","47","F","B","PHYSICAL PRESENCE","Invest Cont","6000    8TH                          AV"
"6019","221015963","2022-11-02T00:00:00.000","2022-11-01T00:00:00.000","1730","West Valley","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","47","M","H","null","Invest Cont","WOODLEY"
"6020","221815743","2022-08-13T00:00:00.000","2022-08-13T00:00:00.000","1530","Southeast","BATTERY - SIMPLE ASSAULT","49","F","B","UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","112TH"
"6021","222013366","2022-06-24T00:00:00.000","2022-06-21T00:00:00.000","2140","Olympic","BURGLARY FROM VEHICLE","37","F","H","null","Invest Cont","1800 S  WESTERN                      AV"
"6022","220812386","2022-07-08T00:00:00.000","2022-07-08T00:00:00.000","1525","West LA","THEFT PLAIN - PETTY ($950 & UNDER)","66","F","W","null","Invest Cont","1400 S  SALTAIR                      AV"
"6023","220617218","2022-10-08T00:00:00.000","2022-10-08T00:00:00.000","0325","Hollywood","CONTEMPT OF COURT","30","F","W","null","Invest Cont","1300 N  MCCADDEN                     PL"
"6024","221111625","2022-07-16T00:00:00.000","2022-07-15T00:00:00.000","2120","Northeast","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","26","M","W","null","Invest Cont","1200    CRYSTAL                      ST"
"6025","220409442","2022-06-04T00:00:00.000","2022-06-04T00:00:00.000","2135","Hollenbeck","ROBBERY","14","M","H","HAND GUN","Invest Cont","DELATORRE                    WY"
"6026","221220235","2022-09-23T00:00:00.000","2022-09-23T00:00:00.000","2150","77th Street","THROWING OBJECT AT MOVING VEHICLE","63","M","H","UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","FLORENCE"
"6027","220414952","2022-11-02T00:00:00.000","2022-11-02T00:00:00.000","1650","Hollenbeck","BRANDISH WEAPON","45","M","W","OTHER KNIFE","Invest Cont","100 W  AVENUE 34"
"6028","221420346","2022-09-25T00:00:00.000","2022-08-24T00:00:00.000","2200","Pacific","THEFT OF IDENTITY","24","F","W","null","Invest Cont","900    PACIFIC                      AV"
"6029","221116811","2022-11-28T00:00:00.000","2022-11-28T00:00:00.000","0930","Northeast","BATTERY - SIMPLE ASSAULT","23","M","H","UNKNOWN WEAPON/OTHER WEAPON","Adult Other","1500 N  VERMONT                      AV"
